User-ID,Location,Age
274061,"gahanna/columbus, ohio, usa",26.0
274111,"massagno, ticino, switzerland",32.0
274175,"annecy, haute-savoie, france",32.0
274220,"halle, sachsen-anhalt, germany",28.0
274308,"delray beach, florida, usa",33.0
274325,"amsterdam, n/a, netherlands",51.0
274383,"hummelstown, pennsylvania, usa",45.0
274423,"creswell, oregon, usa",32.0
275850,"bellevue, kentucky, usa",32.0
275970,"pittsburgh, pennsylvania, usa",46.0
276018,"cologne, nordrhein-westfalen, germany",33.0
276275,"new york, new york, usa",32.0
276498,"arlington, texas, usa",32.0
276647,"arlington heights, illinois, usa",13.0
276664,"daventry, england, united kingdom",31.0
276939,"poissy, yvelines, france",23.0
277203,"olympia, washington, usa",8.0
277230,"efland, north carolina, usa",32.0
277378,"vancouver, british columbia, canada",33.0
277478,"schiedam, zuid-holland, netherlands",31.0
278188,"lake george, new york, usa",34.0
278418,"omaha, nebraska, usa",32.0
278846,"toronto, ontario, canada",23.0
278852,"brisbane, queensland, australia",32.0
